Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-28 00:00:00-04:00,26605.92969,26638.34961,26522.26953,26599.96094,499350000,0,0
2019-07-01 00:00:00-04:00,26805.85938,26890.64063,26616.21094,26717.42969,267670000,0,0
2019-07-02 00:00:00-04:00,26719.5293,26787.56055,26632.65039,26786.67969,219270000,0,0
2019-07-03 00:00:00-04:00,26832.32031,26966,26831.43945,26966,149840000,0,0
2019-07-05 00:00:00-04:00,26867.75,26950.81055,26733.33008,26922.11914,192170000,0,0
2019-07-08 00:00:00-04:00,26835.64063,26839.14063,26744.86914,26806.14063,214290000,0,0
2019-07-09 00:00:00-04:00,26725.11914,26807.69922,26665.57031,26783.49023,218330000,0,0
2019-07-10 00:00:00-04:00,26851.96094,26983.44922,26813.10938,26860.19922,207990000,0,0
2019-07-11 00:00:00-04:00,26950.16016,27088.44922,26916.32031,27088.08008,252300000,0,0
2019-07-12 00:00:00-04:00,27139.49023,27333.78906,27135.44922,27332.0293,248390000,0,0
2019-07-15 00:00:00-04:00,27364.68945,27364.68945,27294.16992,27359.16016,199730000,0,0
2019-07-16 00:00:00-04:00,27349.32031,27398.67969,27290.24023,27335.63086,226000000,0,0
2019-07-17 00:00:00-04:00,27320.91016,27343.06055,27218.38086,27219.84961,193930000,0,0
2019-07-18 00:00:00-04:00,27191.98047,27266.81055,27068.78906,27222.9707,216070000,0,0
2019-07-19 00:00:00-04:00,27246.38086,27342.96094,27145.7793,27154.19922,287690000,0,0
2019-07-22 00:00:00-04:00,27174.17969,27227.76953,27088.90039,27171.90039,216310000,0,0
2019-07-23 00:00:00-04:00,27231.85938,27368.81055,27204.58008,27349.18945,248850000,0,0
2019-07-24 00:00:00-04:00,27262.24023,27291.03906,27191.11914,27269.9707,244320000,0,0
2019-07-25 00:00:00-04:00,27247.39063,27298.42969,27062.48047,27140.98047,241420000,0,0
2019-07-26 00:00:00-04:00,27166,27213.69922,27123.25,27192.44922,233650000,0,0
2019-07-29 00:00:00-04:00,27192.24023,27275.84961,27178.06055,27221.34961,250850000,0,0
2019-07-30 00:00:00-04:00,27145.39063,27224.35938,27069.85938,27198.01953,293250000,0,0
2019-07-31 00:00:00-04:00,27244.66992,27281.65039,26719.59961,26864.26953,385150000,0,0
2019-08-01 00:00:00-04:00,26879.85938,27175.58984,26548.71094,26583.41992,386320000,0,0
2019-08-02 00:00:00-04:00,26528.66016,26570.01953,26249.2207,26485.00977,327640000,0,0
2019-08-05 00:00:00-04:00,26259.23047,26259.23047,25523.38086,25717.74023,422240000,0,0
2019-08-06 00:00:00-04:00,25810.61914,26038.67969,25710.86914,26029.51953,318160000,0,0
2019-08-07 00:00:00-04:00,25814.2207,26073.21094,25440.39063,26007.07031,344790000,0,0
2019-08-08 00:00:00-04:00,26086.51953,26383.60938,26038.09961,26378.18945,282530000,0,0
2019-08-09 00:00:00-04:00,26337.08984,26413.35938,26097.64063,26287.43945,240260000,0,0
2019-08-12 00:00:00-04:00,26169.91016,26178.94922,25824.93945,25896.43945,199390000,0,0
2019-08-13 00:00:00-04:00,25888.88086,26426.9707,25833.25,26279.91016,308900000,0,0
2019-08-14 00:00:00-04:00,26035.08008,26035.08008,25471.58984,25479.41992,352250000,0,0
2019-08-15 00:00:00-04:00,25514.25,25639.68945,25339.59961,25579.39063,332600000,0,0
2019-08-16 00:00:00-04:00,25678.16992,25929.65039,25678.16992,25886.00977,276210000,0,0
2019-08-19 00:00:00-04:00,26020.06055,26222.32031,26020.06055,26135.78906,252640000,0,0
2019-08-20 00:00:00-04:00,26086.85938,26160.11914,25952,25962.43945,238100000,0,0
2019-08-21 00:00:00-04:00,26145.35938,26268.32031,26141.76953,26202.73047,208790000,0,0
2019-08-22 00:00:00-04:00,26271.64063,26388.7793,26099.00977,26252.24023,222810000,0,0
2019-08-23 00:00:00-04:00,26134.21094,26320.28906,25507.17969,25628.90039,364260000,0,0
2019-08-26 00:00:00-04:00,25826.05078,25941.25,25716.39063,25898.83008,222780000,0,0
2019-08-27 00:00:00-04:00,26014.46094,26054.01953,25721.84961,25777.90039,263530000,0,0
2019-08-28 00:00:00-04:00,25712.99023,26041.57031,25637.42969,26036.09961,207070000,0,0
2019-08-29 00:00:00-04:00,26249.08984,26408.83984,26185.71094,26362.25,208650000,0,0
2019-08-30 00:00:00-04:00,26476.39063,26514.61914,26295.58984,26403.2793,216160000,0,0
2019-09-03 00:00:00-04:00,26198.25977,26198.25977,25978.2207,26118.01953,223210000,0,0
2019-09-04 00:00:00-04:00,26301.99023,26362.34961,26244.43945,26355.4707,202710000,0,0
2019-09-05 00:00:00-04:00,26603.15039,26836.30078,26603.15039,26728.15039,256670000,0,0
2019-09-06 00:00:00-04:00,26790.25,26860.86914,26708.39063,26797.46094,209700000,0,0
2019-09-09 00:00:00-04:00,26866.23047,26900.83008,26762.17969,26835.50977,273120000,0,0
2019-09-10 00:00:00-04:00,26805.83008,26909.42969,26717.05078,26909.42969,322340000,0,0
2019-09-11 00:00:00-04:00,26928.05078,27137.03906,26885.48047,27137.03906,272590000,0,0
2019-09-12 00:00:00-04:00,27197.32031,27306.73047,27105.00977,27182.44922,250010000,0,0
2019-09-13 00:00:00-04:00,27216.66992,27277.55078,27193.94922,27219.51953,255260000,0,0
2019-09-16 00:00:00-04:00,27146.06055,27172.86914,27032.56055,27076.82031,220620000,0,0
2019-09-17 00:00:00-04:00,27010.11914,27110.80078,26984.14063,27110.80078,223580000,0,0
2019-09-18 00:00:00-04:00,27075.39063,27161.92969,26899.15039,27147.08008,212860000,0,0
2019-09-19 00:00:00-04:00,27186.05078,27272.16992,27064.21094,27094.78906,212360000,0,0
2019-09-20 00:00:00-04:00,27102.17969,27194.75,26926.67969,26935.07031,497640000,0,0
2019-09-23 00:00:00-04:00,26851.44922,27011.07031,26831.33984,26949.99023,204240000,0,0
2019-09-24 00:00:00-04:00,27034.07031,27079.67969,26704.96094,26807.76953,301750000,0,0
2019-09-25 00:00:00-04:00,26866.71094,27016.56055,26755.85938,26970.71094,237220000,0,0
2019-09-26 00:00:00-04:00,27004.10938,27015.07031,26803.83984,26891.11914,229180000,0,0
2019-09-27 00:00:00-04:00,26987.25977,27012.53906,26715.82031,26820.25,217780000,0,0
2019-09-30 00:00:00-04:00,26852.33008,26998.85938,26852.33008,26916.83008,222680000,0,0
2019-10-01 00:00:00-04:00,26962.53906,27046.21094,26562.2207,26573.03906,260110000,0,0
2019-10-02 00:00:00-04:00,26425.85938,26438.03906,25974.11914,26078.61914,309640000,0,0
2019-10-03 00:00:00-04:00,26039.01953,26205.19922,25743.46094,26201.03906,241610000,0,0
2019-10-04 00:00:00-04:00,26271.69922,26590.74023,26271.69922,26573.7207,221310000,0,0
2019-10-07 00:00:00-04:00,26502.33008,26655.83984,26424.53906,26478.01953,195200000,0,0
2019-10-08 00:00:00-04:00,26276.58984,26421.81055,26139.80078,26164.03906,244590000,0,0
2019-10-09 00:00:00-04:00,26308.23047,26424.31055,26249.75,26346.00977,190060000,0,0
2019-10-10 00:00:00-04:00,26317.34961,26603.31055,26314.50977,26496.66992,217680000,0,0
2019-10-11 00:00:00-04:00,26694.19922,27013.9707,26694.19922,26816.58984,282080000,0,0
2019-10-14 00:00:00-04:00,26766.42969,26874.33008,26749.17969,26787.35938,178620000,0,0
2019-10-15 00:00:00-04:00,26811.19922,27120.10938,26811.19922,27024.80078,245510000,0,0
2019-10-16 00:00:00-04:00,26972.31055,27058.33984,26943.28906,27001.98047,214660000,0,0
2019-10-17 00:00:00-04:00,27032.38086,27112.16016,26970.28906,27025.88086,222540000,0,0
2019-10-18 00:00:00-04:00,27004.49023,27018.25,26770.13086,26770.19922,288970000,0,0
2019-10-21 00:00:00-04:00,26852.66992,26852.66992,26747.61914,26827.64063,241030000,0,0
2019-10-22 00:00:00-04:00,26850.42969,26946.64063,26782.60938,26788.09961,265510000,0,0
2019-10-23 00:00:00-04:00,26835.24023,26896.89063,26745,26833.94922,247680000,0,0
2019-10-24 00:00:00-04:00,26893.92969,26931.7793,26714.33984,26805.5293,253590000,0,0
2019-10-25 00:00:00-04:00,26789.60938,27015.36914,26765.67969,26958.06055,274610000,0,0
2019-10-28 00:00:00-04:00,27040.33008,27167.88086,27028.71094,27090.7207,290770000,0,0
2019-10-29 00:00:00-04:00,27061.07031,27165.93945,27039.75977,27071.46094,269610000,0,0
2019-10-30 00:00:00-04:00,27110.71094,27204.35938,26999.64063,27186.68945,231750000,0,0
2019-10-31 00:00:00-04:00,27188.36914,27188.36914,26918.28906,27046.23047,273830000,0,0
2019-11-01 00:00:00-04:00,27142.94922,27347.42969,27142.94922,27347.35938,270870000,0,0
2019-11-04 00:00:00-05:00,27402.06055,27517.58008,27402.06055,27462.10938,273030000,0,0
2019-11-05 00:00:00-05:00,27500.23047,27560.35938,27453.55078,27492.63086,286350000,0,0
2019-11-06 00:00:00-05:00,27502.74023,27526.05078,27407.81055,27492.56055,237910000,0,0
2019-11-07 00:00:00-05:00,27590.16016,27774.66992,27590.16016,27674.80078,259020000,0,0
2019-11-08 00:00:00-05:00,27686.19922,27694.94922,27578.9707,27681.24023,221440000,0,0
2019-11-11 00:00:00-05:00,27580.66016,27714.39063,27517.66992,27691.49023,202350000,0,0
2019-11-12 00:00:00-05:00,27701.58984,27770.85938,27635.32031,27691.49023,213670000,0,0
2019-11-13 00:00:00-05:00,27622.03906,27806.40039,27587.19922,27783.58984,278390000,0,0
2019-11-14 00:00:00-05:00,27757.19922,27800.71094,27676.9707,27781.96094,303970000,0,0
2019-11-15 00:00:00-05:00,27843.53906,28004.89063,27843.53906,28004.89063,283720000,0,0
2019-11-18 00:00:00-05:00,27993.2207,28040.9707,27969.24023,28036.2207,252320000,0,0
2019-11-19 00:00:00-05:00,28079.75977,28090.21094,27894.51953,27934.01953,245890000,0,0
2019-11-20 00:00:00-05:00,27879.55078,27897.2793,27675.2793,27821.08984,258140000,0,0
2019-11-21 00:00:00-05:00,27820.2793,27828.33008,27708.33984,27766.28906,232020000,0,0
2019-11-22 00:00:00-05:00,27831.23047,27898.46094,27773.98047,27875.61914,214780000,0,0
2019-11-25 00:00:00-05:00,27917.76953,28068.68945,27917.76953,28066.4707,248420000,0,0
2019-11-26 00:00:00-05:00,28080.75,28146.01953,28042.21094,28121.67969,324050000,0,0
2019-11-27 00:00:00-05:00,28156.4707,28174.9707,28075.23047,28164,198210000,0,0
2019-11-29 00:00:00-05:00,28103.16016,28119.50977,28042.5293,28051.41016,120630000,0,0
2019-12-02 00:00:00-05:00,28109.74023,28109.83984,27782.34961,27783.03906,236610000,0,0
2019-12-03 00:00:00-05:00,27501.98047,27524.74023,27325.13086,27502.81055,275350000,0,0
2019-12-04 00:00:00-05:00,27634.63086,27727.44922,27612.08008,27649.7793,218200000,0,0
2019-12-05 00:00:00-05:00,27736.05078,27745.19922,27562.80078,27677.78906,208600000,0,0
2019-12-06 00:00:00-05:00,27839.67969,28035.84961,27839.67969,28015.06055,223310000,0,0
2019-12-09 00:00:00-05:00,27987.05078,28010.41992,27906.14063,27909.59961,217000000,0,0
2019-12-10 00:00:00-05:00,27900.65039,27949.01953,27804,27881.7207,213250000,0,0
2019-12-11 00:00:00-05:00,27867.31055,27925.5,27801.80078,27911.30078,213510000,0,0
2019-12-12 00:00:00-05:00,27898.33984,28224.94922,27859.86914,28132.05078,277740000,0,0
2019-12-13 00:00:00-05:00,28123.64063,28290.73047,28028.32031,28135.38086,250660000,0,0
2019-12-16 00:00:00-05:00,28191.66992,28337.49023,28191.66992,28235.89063,286770000,0,0
2019-12-17 00:00:00-05:00,28221.75,28328.63086,28220.56055,28267.16016,286770000,0,0
2019-12-18 00:00:00-05:00,28291.43945,28323.25,28239.2793,28239.2793,289890000,0,0
2019-12-19 00:00:00-05:00,28278.31055,28381.48047,28278.24023,28376.96094,262570000,0,0
2019-12-20 00:00:00-05:00,28608.64063,28608.64063,28445.59961,28455.08984,603780000,0,0
2019-12-23 00:00:00-05:00,28491.7793,28582.49023,28491.7793,28551.5293,223530000,0,0
2019-12-24 00:00:00-05:00,28572.57031,28576.80078,28503.21094,28515.44922,86150000,0,0
2019-12-26 00:00:00-05:00,28539.46094,28624.09961,28535.15039,28621.39063,155970000,0,0
2019-12-27 00:00:00-05:00,28675.33984,28701.66016,28608.98047,28645.25977,182280000,0,0
2019-12-30 00:00:00-05:00,28654.75977,28664.68945,28428.98047,28462.14063,181600000,0,0
2019-12-31 00:00:00-05:00,28414.64063,28547.34961,28376.49023,28538.43945,193340000,0,0
2020-01-02 00:00:00-05:00,28638.9707,28872.80078,28627.76953,28868.80078,251820000,0,0
2020-01-03 00:00:00-05:00,28553.33008,28716.31055,28500.35938,28634.88086,239590000,0,0
2020-01-06 00:00:00-05:00,28465.5,28708.01953,28418.63086,28703.38086,252760000,0,0
2020-01-07 00:00:00-05:00,28639.17969,28685.5,28565.2793,28583.67969,258900000,0,0
2020-01-08 00:00:00-05:00,28556.14063,28866.17969,28522.50977,28745.08984,291750000,0,0
2020-01-09 00:00:00-05:00,28851.9707,28988.00977,28844.31055,28956.90039,275060000,0,0
2020-01-10 00:00:00-05:00,28977.51953,29009.07031,28789.09961,28823.76953,237830000,0,0
2020-01-13 00:00:00-05:00,28869.00977,28909.91016,28819.42969,28907.05078,249830000,0,0
2020-01-14 00:00:00-05:00,28895.5,29054.16016,28872.26953,28939.66992,287440000,0,0
2020-01-15 00:00:00-05:00,28901.80078,29127.58984,28897.34961,29030.2207,260270000,0,0
2020-01-16 00:00:00-05:00,29131.94922,29300.32031,29131.94922,29297.64063,252110000,0,0
2020-01-17 00:00:00-05:00,29313.31055,29373.61914,29289.91016,29348.09961,321820000,0,0
2020-01-21 00:00:00-05:00,29269.05078,29341.21094,29146.4707,29196.03906,320640000,0,0
2020-01-22 00:00:00-05:00,29263.63086,29320.19922,29172.25977,29186.26953,283440000,0,0
2020-01-23 00:00:00-05:00,29111.01953,29190.4707,28966.98047,29160.08984,307060000,0,0
2020-01-24 00:00:00-05:00,29230.39063,29288.78906,28843.31055,28989.73047,380010000,0,0
2020-01-27 00:00:00-05:00,28542.49023,28671.78906,28440.4707,28535.80078,337270000,0,0
2020-01-28 00:00:00-05:00,28594.2793,28823.23047,28575.75,28722.84961,330140000,0,0
2020-01-29 00:00:00-05:00,28820.5293,28944.24023,28728.18945,28734.44922,302290000,0,0
2020-01-30 00:00:00-05:00,28640.16016,28879.71094,28489.75977,28859.43945,326850000,0,0
2020-01-31 00:00:00-05:00,28813.03906,28813.03906,28169.5293,28256.0293,403890000,0,0
2020-02-03 00:00:00-05:00,28319.65039,28630.39063,28319.65039,28399.81055,307910000,0,0
2020-02-04 00:00:00-05:00,28696.74023,28904.88086,28696.74023,28807.63086,332750000,0,0
2020-02-05 00:00:00-05:00,29048.73047,29308.89063,29000.84961,29290.84961,357540000,0,0
2020-02-06 00:00:00-05:00,29388.58008,29408.05078,29246.92969,29379.76953,263700000,0,0
2020-02-07 00:00:00-05:00,29286.91992,29286.91992,29056.98047,29102.50977,252860000,0,0
2020-02-10 00:00:00-05:00,28995.66016,29278.07031,28995.66016,29276.82031,250510000,0,0
2020-02-11 00:00:00-05:00,29390.71094,29415.39063,29210.4707,29276.33984,279540000,0,0
2020-02-12 00:00:00-05:00,29406.75,29568.57031,29406.75,29551.41992,309530000,0,0
2020-02-13 00:00:00-05:00,29436.0293,29535.40039,29345.92969,29423.31055,291150000,0,0
2020-02-14 00:00:00-05:00,29440.4707,29463.03906,29283.17969,29398.08008,231000000,0,0
2020-02-18 00:00:00-05:00,29282.7793,29330.16016,29116.81055,29232.18945,256600000,0,0
2020-02-19 00:00:00-05:00,29312.69922,29409.08984,29274.38086,29348.0293,240640000,0,0
